Overall Qual,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Cars,Garage Area,SalePrice
5,1048.0,1728,1728,2.0,576.0,177625
5,1584.0,1776,1776,3.0,888.0,110000
6,1516.0,1516,1516,2.0,472.0,167000
5,1313.0,1313,1313,2.0,610.0,153000
5,1292.0,1292,1292,2.0,520.0,145100
5,1154.0,1154,1154,2.0,480.0,154000
5,744.0,825,2140,2.0,549.0,177500
6,1127.0,1445,1445,2.0,645.0,158000
5,1041.0,1041,1041,1.0,270.0,124500
6,1208.0,1576,1576,2.0,368.0,174500
5,960.0,960,960,1.0,330.0,122000
4,420.0,708,708,0.0,0.0,82500
5,709.0,979,1203,1.0,352.0,110000
6,1505.0,1505,1505,2.0,505.0,149500
6,1680.0,1691,1691,2.0,550.0,175000
6,1416.0,1644,1644,2.0,418.0,167000
5,1050.0,1050,1050,1.0,338.0,128900
6,856.0,1112,1668,1.0,271.0,140000
5,1113.0,1113,1113,1.0,264.0,147000
5,1584.0,1584,1584,3.0,792.0,124000
6,1453.0,1453,1453,2.0,530.0,187500
6,1394.0,1394,1394,2.0,514.0,159000
6,1562.0,1567,1567,2.0,542.0,256000
7,768.0,1186,1986,2.0,486.0,205000
6,896.0,1182,2142,1.0,509.0,193500
6,1392.0,1392,1392,2.0,576.0,110000
4,715.0,1281,1738,1.0,368.0,104900
5,1169.0,1144,1144,1.0,286.0,150000
6,1478.0,1478,1478,2.0,442.0,156500
7,1329.0,1329,1329,2.0,441.0,176000
6,988.0,988,988,1.0,297.0,149500
6,1240.0,1632,1632,1.0,338.0,139000
6,1215.0,1215,1215,1.0,297.0,155000
5,1202.0,1202,1202,1.0,304.0,120000
5,1382.0,1382,1382,1.0,350.0,153000
4,1200.0,1200,1200,1.0,294.0,144000
6,1362.0,1382,1382,2.0,884.0,176000
5,1297.0,1297,1297,2.0,498.0,153000
5,1866.0,1866,1866,2.0,495.0,135000
6,1062.0,1062,1062,1.0,297.0,131000
5,608.0,1319,1319,1.0,270.0,123000
5,631.0,1112,1112,2.0,480.0,126000
4,1005.0,1005,1005,2.0,672.0,115000
5,1008.0,1363,1363,1.0,288.0,164900
5,793.0,793,793,1.0,240.0,113000
5,1031.0,1031,1031,1.0,230.0,145500
5,0.0,1210,1210,1.0,616.0,102900
3,978.0,1014,1699,2.0,420.0,95000
7,699.0,801,1527,2.0,410.0,152500
5,1200.0,1200,1200,1.0,246.0,129900
6,972.0,972,972,1.0,240.0,132000
3,792.0,792,792,1.0,366.0,99900
5,660.0,808,1656,1.0,180.0,135000
5,676.0,676,1352,2.0,720.0,149000
4,405.0,717,1039,1.0,281.0,114000
5,768.0,792,792,1.0,240.0,109500
5,1054.0,1078,1078,1.0,264.0,125000
4,1313.0,1313,2377,2.0,528.0,142900
7,560.0,930,1690,2.0,624.0,156500
2,416.0,599,599,0.0,0.0,59000
4,840.0,840,1374,1.0,338.0,105000
5,720.0,846,846,2.0,576.0,106000
3,630.0,725,725,1.0,320.0,78500
6,1248.0,1248,2544,3.0,907.0,190000
6,1380.0,1380,1380,1.0,364.0,154000
6,1040.0,1040,1040,2.0,480.0,163000
5,1248.0,1338,2634,4.0,968.0,200000
6,951.0,951,951,2.0,480.0,143500
6,1105.0,1105,1105,1.0,308.0,135000
5,992.0,1306,1306,1.0,756.0,153000
6,1478.0,1478,1478,2.0,498.0,157500
6,160.0,1142,1142,1.0,384.0,113500
5,832.0,1036,1268,1.0,288.0,133000
3,0.0,1040,1040,2.0,400.0,92900
6,795.0,765,1133,2.0,900.0,128500
4,0.0,1040,1040,2.0,420.0,90000
5,1208.0,1136,1904,1.0,240.0,138000
5,1041.0,1041,1041,1.0,294.0,128000
5,1029.0,1339,1339,1.0,294.0,139000
5,732.0,732,732,1.0,240.0,118900
5,528.0,1183,1183,1.0,288.0,138000
5,1148.0,1148,1148,1.0,672.0,132500
4,832.0,832,1461,1.0,384.0,133500
6,864.0,1064,1495,2.0,576.0,135000
6,780.0,993,1806,2.0,483.0,144750
5,941.0,941,941,2.0,564.0,145000
6,1045.0,1045,1045,1.0,264.0,127000
5,894.0,894,894,1.0,308.0,109500
6,818.0,818,1224,1.0,210.0,115000
5,440.0,682,1230,2.0,440.0,110000
6,901.0,861,1378,1.0,162.0,128900
6,972.0,972,1944,2.0,324.0,103500
5,676.0,676,1131,1.0,200.0,66500
5,240.0,810,1306,2.0,472.0,130000
5,504.0,764,1464,0.0,0.0,129000
5,690.0,868,1558,2.0,400.0,150000
5,994.0,1378,2372,1.0,432.0,107500
4,600.0,1101,1701,0.0,0.0,94550
5,960.0,960,1960,2.0,400.0,124500
7,651.0,707,1389,1.0,240.0,135000
5,801.0,801,1447,0.0,0.0,103000
4,936.0,936,936,2.0,576.0,93000
5,768.0,768,1328,1.0,308.0,129500
5,811.0,811,1387,1.0,256.0,93000
4,861.0,861,861,2.0,288.0,80000
2,0.0,612,612,1.0,308.0,45000
3,600.0,600,968,0.0,0.0,37900
5,190.0,886,886,1.0,273.0,91300
5,624.0,792,792,1.0,287.0,99500
4,736.0,736,1452,0.0,0.0,113000
4,677.0,833,1510,2.0,720.0,87500
5,720.0,720,1284,1.0,240.0,110000
5,849.0,1075,2138,2.0,360.0,106000
7,1240.0,1320,2640,4.0,864.0,265979
6,917.0,1090,2007,1.0,357.0,160000
6,624.0,664,1288,1.0,280.0,119000
8,916.0,916,1742,2.0,424.0,168000
4,624.0,816,816,0.0,0.0,58500
7,650.0,832,1482,2.0,324.0,143000
5,1022.0,1022,1022,1.0,280.0,85000
5,1088.0,1188,1869,2.0,456.0,124900
6,972.0,1044,1480,1.0,207.0,119000
6,741.0,780,1521,3.0,640.0,146500
4,720.0,720,720,0.0,0.0,34900
3,245.0,797,797,0.0,0.0,44000
5,1324.0,1072,1576,2.0,528.0,223500
6,1022.0,1432,1432,1.0,216.0,149000
7,952.0,952,1548,2.0,672.0,205000
5,297.0,1001,1654,1.0,336.0,137000
6,952.0,952,952,1.0,192.0,121000
4,672.0,757,1324,1.0,240.0,128000
6,698.0,786,1176,2.0,624.0,134900
5,884.0,884,1348,1.0,216.0,117000
6,780.0,825,1412,1.0,280.0,132500
5,468.0,822,1142,1.0,320.0,93000
6,884.0,904,904,1.0,180.0,119000
5,1145.0,1301,1301,2.0,440.0,100000
5,927.0,1067,1539,2.0,576.0,141500
4,884.0,989,1573,1.0,240.0,133000
2,264.0,800,800,0.0,0.0,60000
5,715.0,875,875,1.0,180.0,105000
5,960.0,995,995,1.0,264.0,115000
5,952.0,994,1582,1.0,250.0,150000
5,1072.0,1072,1072,5.0,1184.0,126500
6,844.0,1445,2134,2.0,441.0,214500
7,728.0,1136,2019,2.0,532.0,167500
6,1048.0,1048,1768,2.0,576.0,155000
7,910.0,916,1826,1.0,164.0,155000
7,672.0,1272,1944,1.0,216.0,179900
6,755.0,929,2229,0.0,0.0,104000
5,1040.0,1088,2128,0.0,0.0,62500
6,720.0,1146,1930,1.0,316.0,149000
4,780.0,848,1208,2.0,539.0,103000
6,483.0,741,1427,1.0,379.0,123000
7,1020.0,978,1864,0.0,0.0,97500
6,1204.0,1204,1666,1.0,384.0,135000
4,858.0,892,892,0.0,0.0,70000
6,698.0,754,1403,1.0,308.0,116000
4,560.0,704,704,1.0,220.0,88750
5,1200.0,1200,1200,0.0,0.0,179000
5,1200.0,1200,1200,0.0,0.0,179000
5,1152.0,1152,1152,1.0,252.0,159900
1,683.0,904,904,0.0,0.0,61000
6,672.0,697,1369,1.0,300.0,103600
5,585.0,687,1112,1.0,226.0,63000
5,520.0,1464,1464,2.0,480.0,175000
5,1121.0,1121,1121,2.0,480.0,139000
6,918.0,918,1683,2.0,440.0,172500
5,1052.0,1052,1052,1.0,668.0,113500
5,864.0,899,899,1.0,288.0,130000
6,456.0,1034,1034,2.0,504.0,149900
5,858.0,858,858,2.0,576.0,134900
5,840.0,860,860,2.0,528.0,137000
5,1092.0,1092,1092,1.0,288.0,139000
5,552.0,904,1774,1.0,384.0,165000
6,1138.0,1138,1138,2.0,480.0,148000
5,825.0,2071,2071,1.0,336.0,165000
2,0.0,660,660,0.0,0.0,63900
4,1104.0,1104,1788,1.0,304.0,161500
5,1437.0,1473,1473,1.0,452.0,143000
4,1134.0,1229,1229,1.0,284.0,135000
4,861.0,861,861,2.0,539.0,82500
5,1617.0,1867,1867,1.0,303.0,190000
3,0.0,1733,1733,2.0,452.0,139600
4,0.0,1383,1383,2.0,498.0,122000
6,1436.0,1689,1689,2.0,480.0,127500
5,1073.0,1073,1073,1.0,340.0,121500
5,1276.0,1276,1276,1.0,350.0,60000
6,747.0,892,1639,1.0,240.0,154400
4,672.0,672,672,1.0,234.0,113000
5,1089.0,1089,1089,1.0,252.0,125000
4,0.0,845,845,1.0,290.0,84000
5,1049.0,1049,1049,1.0,266.0,139500
5,768.0,1148,1716,1.0,281.0,131000
6,560.0,698,1258,1.0,280.0,105000
4,755.0,755,1510,1.0,296.0,108000
7,1054.0,1061,1061,2.0,462.0,162000
6,520.0,1338,1338,2.0,576.0,156500
8,1496.0,1496,2132,2.0,612.0,316600
7,2158.0,2196,2196,3.0,701.0,271900
7,740.0,1006,1775,2.0,425.0,213000
7,1079.0,1079,1879,2.0,473.0,239900
8,1128.0,1142,2020,2.0,466.0,239500
5,0.0,1288,2016,2.0,576.0,131000
5,0.0,1535,1535,2.0,410.0,118964
5,1086.0,1224,1224,2.0,528.0,153337
5,0.0,1114,2228,2.0,720.0,147983
5,0.0,1535,1535,2.0,400.0,118858
5,0.0,1535,1535,2.0,400.0,118858
5,0.0,1120,2240,2.0,528.0,142953
5,1094.0,1229,1229,2.0,672.0,148325
5,0.0,1513,1513,2.0,400.0,113722
7,1168.0,1168,2787,4.0,820.0,269500
7,1168.0,1168,2787,4.0,820.0,269500
7,1168.0,1168,2787,4.0,820.0,269500
9,1555.0,1680,1680,3.0,1138.0,323262
8,1705.0,1718,1718,3.0,826.0,297000
8,1622.0,1630,1630,3.0,860.0,295493
9,1720.0,1720,1720,3.0,846.0,332000
8,1468.0,1468,1468,3.0,904.0,239900
8,866.0,866,1768,2.0,578.0,212000
8,1838.0,1838,1838,2.0,524.0,272500
9,1800.0,1800,1800,2.0,702.0,239000
7,1604.0,1604,1604,2.0,660.0,220000
7,1282.0,1290,1290,2.0,662.0,200000
8,1254.0,1254,1254,3.0,810.0,221800
7,1232.0,1232,1232,2.0,632.0,194500
8,1498.0,1498,1498,3.0,844.0,237000
6,704.0,704,1422,2.0,440.0,173000
7,1518.0,1644,1644,2.0,569.0,275000
7,1449.0,944,1759,2.0,525.0,233500
5,1013.0,1160,2126,2.0,538.0,185000
5,1040.0,1040,1040,2.0,576.0,152000
5,990.0,990,990,1.0,440.0,143000
6,928.0,928,1764,2.0,470.0,231500
7,799.0,827,1661,2.0,550.0,212000
7,1463.0,1463,1463,2.0,539.0,207000
5,1097.0,1097,1097,2.0,672.0,145000
5,990.0,990,990,2.0,480.0,138000
7,866.0,866,1779,2.0,546.0,197900
7,1490.0,1501,1501,2.0,577.0,204000
7,1431.0,1431,1431,2.0,666.0,192000
6,928.0,928,1772,2.0,492.0,200000
7,831.0,831,1660,2.0,493.0,195000
7,1573.0,1573,1573,2.0,544.0,227000
7,944.0,944,1840,2.0,622.0,230000
7,1413.0,1430,1430,2.0,605.0,187100
7,1431.0,1444,1444,2.0,577.0,203000
7,1492.0,1492,1492,2.0,608.0,201000
5,1040.0,1040,1040,0.0,0.0,124000
5,907.0,907,907,1.0,343.0,140000
5,914.0,914,914,2.0,444.0,134900
5,1040.0,1040,1040,2.0,484.0,150500
5,864.0,864,864,1.0,336.0,136500
5,1268.0,1268,1268,1.0,252.0,143500
5,864.0,864,864,1.0,338.0,133500
5,894.0,894,894,2.0,600.0,123000
5,768.0,768,768,1.0,396.0,133900
5,768.0,768,768,2.0,396.0,133000
7,1569.0,1611,1611,3.0,1231.0,250000
8,1068.0,1068,2184,2.0,570.0,254750
8,1753.0,1788,1788,2.0,522.0,236500
8,1299.0,1299,1872,2.0,531.0,261500
9,1440.0,1476,2153,3.0,736.0,313000
7,840.0,840,1725,2.0,550.0,198500
7,944.0,944,1870,2.0,608.0,211000
8,1462.0,1513,1513,2.0,521.0,220000
7,1504.0,1504,1504,2.0,478.0,203000
8,1822.0,1828,1828,2.0,523.0,279500
7,1417.0,1417,1417,2.0,511.0,210000
7,1057.0,1057,2034,2.0,645.0,219500
7,880.0,909,1716,2.0,512.0,191000
7,1212.0,1212,1212,2.0,573.0,178000
7,1630.0,1630,1630,2.0,451.0,213000
6,848.0,848,848,2.0,420.0,144000
6,848.0,848,848,2.0,420.0,140000
8,1578.0,1602,1602,3.0,810.0,293200
7,864.0,864,1728,2.0,572.0,190000
7,1500.0,1500,1500,2.0,570.0,190000
6,738.0,738,1476,2.0,540.0,173500
6,608.0,608,1396,2.0,440.0,170000
4,0.0,1126,1126,2.0,520.0,108000
5,1486.0,1486,1486,2.0,480.0,167000
4,816.0,816,816,1.0,288.0,100000
7,0.0,495,1922,2.0,672.0,198500
6,690.0,698,1426,2.0,440.0,159500
4,1014.0,1149,1149,1.0,544.0,127000
6,1041.0,1125,1125,1.0,352.0,125000
9,1698.0,1698,1698,3.0,768.0,320000
6,547.0,1072,1072,2.0,525.0,145500
5,698.0,698,698,0.0,0.0,118000
4,876.0,876,876,1.0,320.0,85000
5,1078.0,1368,1368,1.0,195.0,120000
4,0.0,1088,1529,1.0,240.0,98000
5,864.0,864,864,0.0,0.0,99900
3,0.0,944,944,2.0,528.0,82000
5,1678.0,1678,1678,0.0,0.0,119900
5,1150.0,1560,1560,1.0,313.0,103500
4,672.0,960,960,1.0,288.0,112000
6,684.0,684,1196,2.0,528.0,110000
5,720.0,854,1298,1.0,256.0,122000
5,984.0,984,1604,2.0,660.0,117000
5,832.0,832,1268,1.0,250.0,160000
5,793.0,848,1520,1.0,281.0,159434
2,290.0,438,438,1.0,246.0,60000
6,778.0,944,1489,1.0,240.0,139500
7,824.0,1687,3082,2.0,672.0,197000
6,583.0,647,1242,1.0,180.0,105000
4,1122.0,1328,1981,2.0,576.0,135000
6,816.0,1232,1232,2.0,440.0,147500
6,976.0,1160,1608,1.0,216.0,137450
7,560.0,575,1135,2.0,576.0,155000
6,896.0,1172,1913,2.0,342.0,177000
7,861.0,877,1477,1.0,216.0,145000
7,600.0,628,1228,1.0,215.0,137000
7,1276.0,1276,2080,1.0,282.0,234000
5,840.0,840,1567,2.0,440.0,205000
6,771.0,753,1494,1.0,213.0,177500
5,728.0,976,1308,1.0,256.0,160000
5,1273.0,1273,1273,1.0,307.0,155000
5,876.0,964,964,2.0,432.0,163500
5,731.0,820,1343,1.0,186.0,154900
7,920.0,1240,2480,2.0,400.0,205000
5,1112.0,1112,1112,1.0,390.0,144800
7,704.0,860,1564,1.0,234.0,174500
6,1561.0,1561,1561,2.0,463.0,193000
5,1067.0,986,1523,1.0,295.0,158000
6,1092.0,1152,1152,1.0,300.0,158500
6,1310.0,1906,1906,2.0,576.0,224000
6,516.0,516,1032,2.0,452.0,115000
6,561.0,561,1229,2.0,462.0,137000
6,561.0,561,1229,2.0,462.0,121000
6,561.0,561,1229,2.0,462.0,124000
6,572.0,1182,1982,2.0,501.0,208000
7,1803.0,2365,2365,2.0,551.0,315000
6,880.0,1680,1680,2.0,540.0,222000
5,672.0,672,1344,1.0,468.0,147000
5,760.0,928,2168,2.0,576.0,123000
5,596.0,596,1192,1.0,189.0,78000
3,1013.0,1013,1526,0.0,0.0,85000
4,572.0,572,572,1.0,200.0,75000
8,1596.0,1648,1648,2.0,482.0,230000
2,0.0,810,810,1.0,280.0,57625
8,1107.0,1040,2052,3.0,642.0,251000
7,1434.0,1518,2149,2.0,670.0,239686
7,1710.0,1710,1710,2.0,550.0,240000
6,804.0,804,1961,2.0,560.0,215000
6,902.0,926,926,1.0,351.0,156450
6,957.0,1287,1287,2.0,541.0,173000
5,0.0,1302,1734,2.0,539.0,126000
7,1188.0,1217,1217,2.0,497.0,173000
5,1582.0,1595,1595,2.0,672.0,152000
6,819.0,1344,1344,2.0,525.0,137500
7,2136.0,2036,2036,2.0,513.0,375000
9,1620.0,1620,1620,3.0,912.0,315500
7,846.0,846,1692,2.0,650.0,224500
9,2190.0,2036,2036,3.0,780.0,410000
9,1641.0,1641,1641,3.0,885.0,316500
8,1466.0,1466,1466,3.0,610.0,201000
6,1392.0,1412,1412,2.0,576.0,175000
6,712.0,1375,2237,2.0,440.0,204000
7,1645.0,1479,1479,2.0,578.0,213500
8,1267.0,1296,1296,2.0,471.0,220000
7,912.0,1072,2014,2.0,486.0,170000
9,1838.0,1838,1838,3.0,765.0,315000
9,1978.0,1978,1978,3.0,920.0,425000
5,1008.0,1008,1008,1.0,384.0,139500
5,0.0,1771,1771,2.0,336.0,115000
6,1204.0,1204,1204,2.0,412.0,162000
6,1224.0,1224,1224,2.0,402.0,165000
4,462.0,526,988,1.0,297.0,91000
5,864.0,874,874,1.0,288.0,130000
4,630.0,630,630,1.0,286.0,86000
5,1188.0,1404,1404,2.0,504.0,160000
4,630.0,630,630,1.0,286.0,80000
4,546.0,798,1344,0.0,0.0,97000
4,546.0,546,1092,1.0,286.0,88000
5,796.0,796,796,1.0,336.0,131900
6,384.0,1091,1091,1.0,429.0,131250
5,1097.0,1110,1110,2.0,602.0,165500
5,833.0,833,833,0.0,0.0,112000
5,828.0,883,883,2.0,698.0,149000
5,796.0,796,1362,2.0,480.0,143000
5,624.0,624,1287,2.0,440.0,130000
6,1567.0,1567,1567,2.0,714.0,196000
5,784.0,784,1632,2.0,898.0,173000
6,1184.0,1414,1414,2.0,601.0,176500
6,1205.0,2117,2117,2.0,550.0,237500
6,952.0,1092,2112,2.0,576.0,206900
6,926.0,926,1604,2.0,470.0,187500
6,680.0,680,1470,2.0,420.0,165000
6,926.0,926,1604,2.0,472.0,195500
6,943.0,943,1638,2.0,472.0,192000
6,916.0,916,1636,2.0,386.0,173000
5,1348.0,1384,1384,2.0,404.0,177900
7,729.0,729,1446,2.0,406.0,175000
8,1593.0,1593,1593,2.0,682.0,286000
8,1664.0,1682,1682,2.0,528.0,247900
8,1337.0,1337,1337,2.0,462.0,180000
8,1280.0,1280,1280,2.0,506.0,180000
6,926.0,926,1604,2.0,470.0,181000
6,932.0,932,1633,2.0,460.0,183000
6,773.0,773,1658,2.0,431.0,188000
7,712.0,1086,1895,2.0,409.0,194500
6,836.0,851,1709,2.0,416.0,185000
8,1228.0,1228,1228,2.0,472.0,189000
8,1337.0,1337,1337,2.0,462.0,188500
8,1168.0,1168,2500,3.0,683.0,355000
9,1122.0,1134,2504,3.0,656.0,325000
9,1884.0,1884,1884,3.0,670.0,387000
6,1632.0,1474,1474,2.0,495.0,115000
9,1710.0,1710,1710,2.0,557.0,334000
6,1488.0,1488,1488,2.0,738.0,133000
7,791.0,1236,2093,2.0,542.0,215000
7,1675.0,1688,1688,2.0,528.0,226500
6,1422.0,1422,1422,2.0,576.0,175500
7,1260.0,1260,1260,2.0,598.0,181900
7,2048.0,2064,2064,2.0,550.0,235000
7,1782.0,1782,1782,2.0,551.0,220000
6,1330.0,1542,2872,2.0,619.0,272000
6,1211.0,1211,1211,2.0,461.0,161000
5,1126.0,1126,1126,2.0,540.0,175000
7,738.0,1277,2044,2.0,489.0,185000
5,720.0,720,1308,2.0,484.0,146900
7,1420.0,1420,2840,4.0,1314.0,292500
6,1193.0,1523,1523,2.0,478.0,180000
6,1444.0,1444,1444,2.0,473.0,159900
7,803.0,1098,1964,2.0,483.0,205000
5,1176.0,1178,1178,2.0,439.0,157000
8,1236.0,1236,2340,3.0,787.0,306000
5,896.0,896,1792,2.0,480.0,133000
6,1054.0,1054,1054,2.0,460.0,151000
4,936.0,936,936,1.0,288.0,111900
5,864.0,864,864,2.0,576.0,123000
4,864.0,864,864,2.0,576.0,111250
6,1405.0,1337,1337,2.0,511.0,181000
6,483.0,483,987,1.0,264.0,103400
6,483.0,483,987,1.0,264.0,100000
6,483.0,483,987,1.0,352.0,100500
6,483.0,483,987,1.0,280.0,106000
6,483.0,483,987,1.0,264.0,85400
6,483.0,483,987,1.0,264.0,89500
5,630.0,630,1302,1.0,264.0,111750
6,1069.0,1069,1069,2.0,440.0,140000
6,855.0,855,1456,2.0,460.0,143000
7,1055.0,1055,1055,2.0,440.0,148500
5,864.0,892,892,1.0,264.0,110000
8,1932.0,1932,1932,3.0,774.0,394617
10,1682.0,1742,2332,3.0,846.0,426000
10,2078.0,2084,2084,3.0,1220.0,385000
9,1452.0,1476,2713,3.0,858.0,446261
8,1582.0,1582,1582,3.0,905.0,317500
8,1710.0,1710,1710,3.0,866.0,372402
8,2418.0,2464,2464,3.0,650.0,417500
9,1950.0,1950,1950,3.0,706.0,383000
9,1850.0,1850,2748,3.0,850.0,390000
10,1620.0,1632,2790,4.0,1150.0,460000
9,1414.0,1414,2331,3.0,1003.0,379000
8,948.0,948,2088,3.0,656.0,250000
8,1148.0,1170,2332,3.0,756.0,316000
10,2535.0,2470,2470,3.0,789.0,615000
9,1572.0,1572,2668,3.0,726.0,412500
7,998.0,1006,2046,3.0,871.0,284000
8,1603.0,1575,1575,3.0,732.0,284000
8,1479.0,1515,2649,3.0,746.0,421250
8,1765.0,1804,2690,3.0,795.0,370000
9,1858.0,1866,1866,3.0,870.0,336860
9,1702.0,1702,1702,3.0,1052.0,367294
7,1367.0,1367,1367,2.0,484.0,192000
8,1518.0,1518,1518,2.0,588.0,274000
9,1684.0,1684,1684,2.0,564.0,266000
9,1800.0,1800,1800,3.0,944.0,370967
8,1342.0,1342,1342,2.0,550.0,234250
8,1342.0,1342,1342,2.0,550.0,219500
7,764.0,764,1626,2.0,474.0,155000
7,764.0,764,1626,2.0,474.0,154000
7,1358.0,1358,1358,2.0,484.0,207000
7,1415.0,1455,1455,3.0,644.0,195000
7,1393.0,1576,1576,3.0,668.0,219990
7,1346.0,1504,1504,2.0,437.0,191000
7,1266.0,1266,1266,2.0,388.0,159895
7,1146.0,1246,1246,2.0,428.0,187687
6,789.0,813,1515,2.0,393.0,179000
6,839.0,864,1593,2.0,398.0,193000
7,856.0,1166,1166,2.0,400.0,190000
6,728.0,728,1456,2.0,400.0,176000
7,840.0,840,1720,2.0,400.0,188000
7,847.0,847,1986,2.0,434.0,213000
7,1350.0,1358,1358,2.0,484.0,217300
6,936.0,962,1792,2.0,451.0,186500
7,982.0,1008,1892,2.0,431.0,226750
7,788.0,788,1490,2.0,388.0,184000
7,707.0,707,1414,2.0,403.0,176000
7,1037.0,1037,2322,2.0,400.0,225000
7,831.0,873,1651,2.0,450.0,185900
8,1173.0,1182,2199,2.0,516.0,284500
8,1470.0,1470,2630,3.0,696.0,315000
8,1145.0,1145,2198,3.0,836.0,250000
9,1519.0,1533,2172,3.0,687.0,291000
8,1982.0,2006,2006,3.0,938.0,350000
7,1064.0,1064,2125,2.0,576.0,279500
8,1242.0,1251,2501,3.0,751.0,290000
8,2109.0,2113,2113,3.0,839.0,350000
7,1311.0,1325,2418,3.0,983.0,341000
7,1080.0,1108,2197,3.0,783.0,287500
7,1223.0,1223,2127,2.0,525.0,271000
8,1986.0,1987,1987,2.0,691.0,301500
8,1580.0,1580,1580,3.0,830.0,235128
6,894.0,894,1933,3.0,668.0,214000
8,1574.0,1574,1574,3.0,824.0,232000
7,1578.0,1578,1578,3.0,642.0,240000
9,1498.0,1506,1506,2.0,592.0,264132
8,1563.0,1563,1563,3.0,758.0,245000
7,1417.0,1428,1428,2.0,554.0,227680
8,1341.0,1341,1861,3.0,851.0,257000
8,955.0,955,1874,3.0,880.0,297900
8,1460.0,1460,1460,2.0,480.0,247000
8,1363.0,1372,1372,2.0,588.0,212700
7,1372.0,1372,1372,2.0,529.0,250580
7,1428.0,1428,1428,2.0,480.0,182000
7,866.0,866,1768,2.0,603.0,226700
8,1053.0,1053,1992,2.0,648.0,250000
7,1026.0,1026,1958,3.0,936.0,250000
8,1034.0,1050,2078,3.0,836.0,339750
7,813.0,822,1665,2.0,562.0,205950
8,1660.0,1660,1660,3.0,660.0,256000
7,1218.0,1218,1218,2.0,462.0,230348
6,864.0,864,1728,2.0,673.0,207500
7,1080.0,1080,1080,0.0,0.0,141000
6,835.0,835,1696,2.0,542.0,188000
7,835.0,835,1663,2.0,478.0,192500
6,1175.0,1175,1175,0.0,0.0,146000
5,1114.0,1114,1114,2.0,576.0,159000
6,1114.0,1114,1114,2.0,576.0,155000
6,798.0,798,1640,2.0,520.0,173000
7,1162.0,1162,1162,2.0,483.0,170000
6,754.0,754,1609,2.0,525.0,182000
6,886.0,886,1680,2.0,474.0,163000
6,1408.0,1679,1679,2.0,575.0,193500
7,832.0,832,1657,2.0,483.0,189000
6,827.0,827,1677,2.0,627.0,190500
7,836.0,844,1737,2.0,506.0,175000
6,1278.0,1294,1294,2.0,496.0,179200
6,832.0,832,1710,2.0,506.0,187000
6,1604.0,1617,1617,2.0,533.0,193000
6,1199.0,1199,1199,2.0,530.0,153900
5,984.0,984,984,1.0,384.0,128000
5,912.0,912,912,1.0,352.0,144000
5,864.0,864,864,1.0,420.0,135000
5,890.0,890,890,1.0,308.0,115000
5,864.0,864,864,1.0,276.0,119916
6,912.0,912,912,1.0,288.0,142000
6,1430.0,1430,1430,2.0,484.0,192000
5,1001.0,1001,1641,2.0,490.0,140000
6,930.0,1364,2683,2.0,473.0,290000
9,1848.0,1827,2786,2.0,636.0,372500
7,1391.0,1391,1391,2.0,530.0,196000
7,625.0,625,1250,2.0,625.0,171900
7,1235.0,1245,1245,2.0,495.0,178000
6,600.0,600,1200,2.0,480.0,165000
7,689.0,703,1392,2.0,540.0,146000
7,689.0,703,1392,2.0,540.0,146000
7,744.0,757,1501,2.0,440.0,179400
6,744.0,757,1549,2.0,440.0,172900
9,1614.0,1638,1638,2.0,495.0,300000
9,1310.0,1310,1310,2.0,545.0,285000
9,1419.0,1419,1419,2.0,588.0,290000
9,1557.0,1557,1557,2.0,484.0,305000
9,1698.0,1709,1709,2.0,506.0,328900
7,600.0,624,1252,2.0,462.0,160000
7,672.0,684,1404,2.0,462.0,170000
7,858.0,872,1789,2.0,546.0,223000
8,960.0,962,1586,2.0,480.0,170000
8,960.0,962,1607,2.0,480.0,200000
10,970.0,1469,2393,2.0,846.0,345000
8,1260.0,1288,1288,2.0,500.0,245500
8,1230.0,1239,1239,2.0,477.0,217500
8,1719.0,1719,1719,2.0,473.0,324000
6,1232.0,1232,1232,2.0,516.0,162500
9,994.0,1599,2944,3.0,864.0,150000
8,1426.0,1671,1671,2.0,550.0,290000
7,952.0,952,1812,2.0,469.0,205000
7,1304.0,1682,1682,2.0,530.0,174000
6,1427.0,1427,1427,2.0,516.0,183000
6,1740.0,1740,1740,2.0,512.0,150000
6,1258.0,1258,1258,2.0,528.0,145000
7,1620.0,1620,1620,2.0,578.0,215000
5,1625.0,1625,1625,2.0,484.0,140500
6,1522.0,1548,2614,2.0,624.0,240000
5,732.0,732,1464,2.0,470.0,141000
5,912.0,912,912,2.0,576.0,147000
5,912.0,925,925,2.0,576.0,135000
5,1728.0,1728,1728,2.0,576.0,145000
5,1728.0,1728,1728,2.0,576.0,142600
5,1656.0,1656,1656,2.0,506.0,135000
7,825.0,845,1670,2.0,464.0,170000
8,1142.0,1175,2715,2.0,831.0,299800
6,901.0,943,1876,2.0,540.0,185000
6,800.0,800,1632,2.0,484.0,173000
7,944.0,999,999,2.0,588.0,178400
7,832.0,1098,1978,2.0,486.0,176000
5,0.0,1014,1014,1.0,267.0,98000
4,907.0,907,907,1.0,352.0,109008
4,952.0,952,952,1.0,283.0,135750
5,1120.0,1128,1128,2.0,525.0,155000
6,1425.0,1425,1425,2.0,576.0,180500
6,1127.0,1165,1165,2.0,490.0,174900
